Accession,Bioproject,Last_author,Sequencing_technology,Isolate_Name,Country,Continent,Isolation_source,Ropars_Clade,Proposed_final_clade,Mean_coverage,Mean_depth,Aneuploidy,HOM_pos,HOM_ref,HOM_alt,HET_pos,Missing_pos,frac_missing,frac_HET,PASS_Het,For_Sub_Phylo,Intrapop_ID,Intrapop_removed,MAT_type
SRR6669949,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURRM25,France,Europe,Urogenital,10,10,99.6043625,61.018075,0,13832562,13770297,62265,90774,360560,0.025242413,0.00635499,1,1,,0,a/α
SRR6669950,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SLSURRC15,France,Europe,Urogenital,1,1,99.6801125,62.7748875,0,13968749,13948898,19851,71118,244029,0.017084204,0.00497889,1,1,,0,a/α
SRR6669951,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,316,United Kingdom,Europe,Skin,1,1,99.766575,143.231625,0,14151509,14135498,16011,74778,57609,0.004033143,0.00523513,1,1,,0,a/α
SRR6669952,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,313,United Kingdom,Europe,Oral,1,1,99.8487125,59.71425,0,13987721,13967093,20628,72579,223596,0.015653712,0.00508118,1,1,,0,a/α
SRR6669953,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,322,United Kingdom,Europe,Oral,C,20,99.6243125,78.4274875,0,14031866,13960098,71768,69074,182956,0.01280855,0.0048358,1,1,,0,a/α
SRR6669954,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC4038,United Kingdom,Europe,Skin,A,19,99.5501875,54.570325,0,13781978,13724795,57183,104222,397696,0.027842264,0.00729647,1,1,,0,a/α
SRR6669955,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SATURRM6,France,Europe,Urogenital,A,19,99.596175,74.5393875,0,13977469,13922328,55141,114356,192071,0.013446681,0.00800594,1,1,,0,a/α
SRR6669956,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SATURRM2,France,Europe,Urogenital,E,21,99.7586625,53.529075,0,13309482,13268068,41414,96308,878106,0.061475245,0.00674242,1,1,,0,a/α
SRR6669957,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,E9,South Korea,Asia,Blood,18,18,99.6947875,79.6613375,0,14046390,13984666,61724,93138,144368,0.010107046,0.00652049,1,1,,0,a/α
SRR6669958,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,BCHURRS3,France,Europe,Urogenital,4,4,99.7006875,46.81135,0,13177561,13126201,51360,89866,1016469,0.071161887,0.00629142,1,1,,0,a/α
SRR6669959,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURRM13,France,Europe,Urogenital,10,10,99.73925,64.4683875,0,13770567,13718810,51757,114769,398560,0.027902751,0.00803485,1,1,,0,a/α
SRR6669960,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CAAF2,Senegal,Africa,Vagina,13,13,99.0393,49.544975,0,13536814,13434149,102665,39641,707441,0.049527174,0.00277522,1,0,,0,a/α
SRR6669961,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CAAF1,Senegal,Africa,Vagina,13,13,99.0151375,45.402525,0,13192070,13093180,98890,38008,1053818,0.07377665,0.0026609,1,1,,0,a/α
SRR6669962,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C34,Belgium,Europe,Oral,1,1,99.8679,73.9581125,0,14079278,14073257,6021,98435,106183,0.007433756,0.00689133,1,1,,0,a/α
SRR6669963,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn14,France,Europe,Blood,4,4,99.6915125,64.8683625,0,13917689,13855669,62020,87029,279178,0.019544948,0.00609281,1,1,,0,a/α
SRR6669964,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn11,France,Europe,Blood,4,4,99.6028,74.949525,0,13999191,13932143,67048,78808,205897,0.014414625,0.00551726,1,1,,0,a/α
SRR6669965,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M26,Morocco,Africa,Vagina,12,12,99.6911625,66.2010125,0,13938324,13884180,54144,101375,244197,0.017095966,0.00709715,1,1,,0,a/α
SRR6669966,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M23,Morocco,Africa,Vagina,4,4,99.6480875,33.8857125,0,6324707,6302292,22415,40780,7918409,0.554359189,,0,0,,0,a/α
SRR6669967,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M22,Morocco,Africa,Vagina,4,4,99.6772125,51.0117625,0,13360881,13305941,54940,84885,838130,0.058676568,0.00594271,1,1,,0,a/α
SRR6669968,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M20,Morocco,Africa,Vagina,1,1,99.82565,56.53475,0,13585590,13576740,8850,88147,610159,0.042716567,0.00617108,1,1,,0,a/α
SRR6669969,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,F1_X,France,Europe,Oral,9,9,99.563725,50.3057125,0,13287554,13236577,50977,98082,898260,0.062886204,0.00686661,1,1,,0,a/α
SRR6669971,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C80,Belgium,Europe,Gastrointestinal,A,19,99.531625,77.778025,0,13991154,13933061,58093,106392,186350,0.013046161,0.00744839,1,1,,0,a/α
SRR6669972,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C74,Belgium,Europe,Oral,11,11,99.72395,78.739875,0,13999969,13953580,46389,107526,176401,0.012349642,0.00752778,1,1,,0,a/α
SRR6669973,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8953,United Kingdom,Europe,Vagina,13,13,99.04255,129.569,0,14027892,13914269,113623,42600,213404,0.014940182,0.00298238,1,0,,0,a/α
SRR6669974,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8954,United Kingdom,Europe,Vagina,13,13,99.0845375,213.186375,0,14060289,13946212,114077,42085,181522,0.012708157,0.00294633,1,0,,0,a/α
SRR6669975,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8955,United Kingdom,Europe,Vagina,13,13,99.1156125,212.90275,0,14062142,13947995,114147,41677,180077,0.012606995,0.00291776,1,0,,0,a/α
SRR6669976,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8957,United Kingdom,Europe,Vagina,13,13,99.1002,204.424375,0,14061268,13946981,114287,42257,180371,0.012627577,0.00295837,1,0,,0,a/α
SRR6669978,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,GOL,France,Europe,Oral,4,4,99.65405,61.5572625,0,13756076,13697841,58235,87093,440727,0.030854817,0.00609729,1,1,,0,a/α
SRR6669979,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,BOU,France,Europe,Oral,3,3,99.551625,72.7008125,0,13896914,13839994,56920,95179,291803,0.02042881,0.00666338,1,1,,0,a/α
SRR6669980,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,TAH,France,Europe,Oral,4,4,99.6545875,41.1486,0,10590484,10548604,41880,63598,3629814,0.254119324,,0,0,,0,a/α
SRR6669981,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,ARS,France,Europe,Oral,4,4,99.5796,57.5910375,0,13653088,13588873,64215,73591,557217,0.039010155,0.00515203,1,1,,0,a/α
SRR6669982,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,BON,France,Europe,Oral,12,12,99.68885,62.753975,0,13737701,13684558,53143,97296,448899,0.03142693,0.00681159,1,1,,0,a/α
SRR6669983,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPHCRC3,France,Europe,Blood,12,12,99.6986125,79.3021875,0,13932651,13875327,57324,97508,253737,0.017763851,0.00682643,1,1,,0,a/α
SRR6669984,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C82,Belgium,Europe,Gastrointestinal,2,2,99.4531625,73.3079875,0,13987459,13925294,62165,87652,208785,0.01461681,0.00613642,1,1,,0,a/α
SRR6669985,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,X13,France,Europe,Environmental,16,16,99.7744875,89.4548,0,14024288,13948713,75575,103047,156561,0.010960665,0.00721421,1,1,,0,a/α
SRR6669986,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURM24,France,Europe,Urogenital,4,4,99.651575,75.8008125,0,14013542,13953828,59714,95636,174718,0.012231817,0.00669537,1,1,,0,a/α
SRR6669987,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C81,Belgium,Europe,Gastrointestinal,2,2,99.6923,52.228775,0,13209736,13153852,55884,82246,991914,0.069442819,0.00575795,1,1,,0,a/α
SRR6669988,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,BCHUR6,France,Europe,Urogenital,3,3,99.5605875,64.501275,0,13888273,13825773,62500,83559,312064,0.021847261,0.00584987,1,1,,0,a/α
SRR6669989,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn9,France,Europe,Blood,S,20,99.62505,62.3894,chr6,13825081,13770265,54816,93746,365069,0.025558083,0.00656306,1,1,,0,a/α
SRR6669990,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M45,Morocco,Africa,Vagina,4,4,99.5731,56.8691875,0,13765773,13707048,58725,85934,432189,0.030257081,0.00601615,1,1,,0,a/α
SRR6669991,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C11,Belgium,Europe,Gastrointestinal,3,3,99.60585,66.1841125,0,13902060,13844958,57102,95865,285971,0.020020518,0.0067114,1,1,,0,a/α
SRR6669992,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,C39,Belgium,Europe,Oral,2,2,99.3098625,44.522325,0,11398927,11338609,60318,40345,2844624,0.199149028,,0,0,,0,a/α
SRR6669993,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,BCHUR16,France,Europe,Urogenital,4,4,99.637,57.6120125,0,13687055,13629439,57616,89659,507182,0.035507259,0.00627693,1,1,,0,a/α
SRR6669994,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8952,United Kingdom,Europe,Vagina,9,9,99.8223875,155.184125,0,14091516,14035278,56238,116591,75789,0.005305905,0.00816241,1,1,,0,a/α
SRR6669995,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8951,United Kingdom,Europe,Vagina,13,13,99.0713125,136.602875,0,14034367,13921289,113078,42618,206911,0.014485614,0.00298364,1,0,,0,a/α
SRR6669996,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8950,United Kingdom,Europe,Vagina,13,13,99.1205,133.24525,0,14031248,13918474,112774,42943,209705,0.014681219,0.00300639,1,0,,0,a/α
SRR6669997,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8949,United Kingdom,Europe,Vagina,13,13,99.101675,174.355375,0,14051261,13937503,113758,42715,189920,0.013296092,0.00299043,1,0,,0,a/α
SRR6669998,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8948,United Kingdom,Europe,Urogenital,13,13,99.094675,147.75025,0,14038965,13925767,113198,42763,202168,0.014153561,0.00299379,1,0,,0,a/α
SRR6669999,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8947,United Kingdom,Europe,Vagina,13,13,99.08755,188.786875,0,14057871,13943366,114505,41442,184583,0.012922455,0.00290131,1,0,,0,a/α
SRR6670000,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8946,United Kingdom,Europe,Urogenital,13,13,99.0975625,211.68125,0,14064238,13949857,114381,42009,177649,0.012437013,0.002941,1,0,,0,a/α
SRR6670001,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,NCPF8945,United Kingdom,Europe,Vagina,13,13,99.0464375,131.545375,0,14028942,13915137,113805,42482,212472,0.014874933,0.00297412,1,0,,0,a/α
SRR6670002,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,VPCI 301/P/13,India,Asia,Vagina,2,2,99.622625,207.83725,0,14098926,14030720,68206,86163,98807,0.00691737,0.00603218,1,1,,0,a/α
SRR6670003,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,VPCI 84/P/13,India,Asia,Vagina,2,2,99.582775,168.00675,0,14088461,14020796,67665,86634,108801,0.007617039,0.00606515,1,1,,0,a/α
SRR6670004,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,APRURC3,France,Europe,Urogenital,9,9,99.7140875,91.4154,0,14060704,14003766,56938,110669,112523,0.007877613,0.00774782,1,1,,0,a/α
SRR6670005,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Niger10,Niger,Africa,Oral,12,12,99.71535,84.923175,0,14062034,14003625,58409,102140,119722,0.008381607,0.00715071,1,1,,0,a/α
SRR6670006,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn08,France,Europe,Blood,4,4,99.5956125,63.2729625,0,13980560,13912810,67750,78889,224447,0.01571329,0.00552293,1,1,,0,a/α
SRR6670007,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,CEC1492,NA,NA,,4,4,99.70805,111.174125,0,14089958,14025972,63986,91081,102857,0.007200907,0.00637648,1,1,,0,a/α
SRR6670008,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Niger12,Niger,Africa,Oral,1,1,99.8349,67.1878625,0,14064878,14053591,11287,89640,129378,0.009057613,0.0062756,1,1,,0,a/α
SRR6670009,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,EGPURM1,France,Europe,Urogenital,11,11,99.7299875,60.090225,0,13952705,13904375,48330,103489,227702,0.015941169,0.00724515,1,1,,0,a/α
SRR6670010,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SC5314,USA,North America,Blood,1,1,99.9706625,112.26275,0,14187993,14186993,1000,85254,10649,0.000745525,0.00596854,1,1,,0,a/α
SRR6670011,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,Bougn10,France,Europe,Blood,3,3,99.694525,37.233425,0,9538155,9501101,37054,60395,4685346,0.32801597,,0,0,,0,a/α
SRR6670012,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,M19,Morocco,Africa,Vagina,1,1,99.863875,47.1211125,0,13606266,13597019,9247,82961,594669,0.041632129,0.00580801,1,1,,0,a/α
SRR6670013,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,APRHRM2,France,Europe,Blood,2,2,99.543525,84.3575875,0,14031219,13968094,63125,91633,161044,0.011274515,0.00641513,1,1,,0,a/α
SRR6670014,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SLSHCRC2,France,Europe,Blood,4,4,99.7072125,62.2073,0,13918279,13862465,55814,99579,266038,0.018625031,0.00697142,1,1,,0,a/α
SRR6670015,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,SLSURRM15,France,Europe,Urogenital,4,4,99.7068,79.7652375,0,13993126,13929780,63346,84127,206643,0.014466851,0.00588964,1,1,,0,a/α
SRR6670016,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,VPCI 891/P/12,India,Asia,Vagina,13,13,99.1641,195.0255,0,14057358,13942332,115026,41929,184609,0.012924275,0.0029354,1,0,,0,a/α
SRR6670017,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,VPCI 896/P/12,India,Asia,Vagina,13,13,99.1003375,133.182375,0,14026192,13912443,113749,42260,215444,0.015083,0.00295858,1,0,,0,a/α
SRR6670018,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,TNMHCRC3,France,Europe,Blood,S,11,99.784625,49.248975,0,12974184,12930623,43561,87238,1222474,0.085584073,0.00610744,1,1,,0,a/α
SRR6670019,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,TNMURR22,France,Europe,Urogenital,2,2,99.456675,72.07375,0,13966220,13907395,58825,92411,225265,0.015770557,0.00646959,1,1,,0,a/α
SRR6670021,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2000,TNMHCRC4,France,Europe,Blood,1,1,99.832425,42.309075,0,10560211,10556407,3804,73036,3650649,0.25557796,,0,0,,0,a/α
SRR6670022,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,9518,China,Asia,Vagina,1,1,99.8917375,226.317625,0,14171266,14158990,12276,87483,25147,0.001760514,0.00612459,1,1,,0,a/α
SRR6670023,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,5006,China,Asia,Vagina,13,13,99.4793875,269.4455,0,14065528,13956913,108615,39353,179015,0.012532645,0.00275506,1,0,,0,a/α
SRR6670024,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,2313,China,Asia,Vagina,13,13,99.0597125,188.366625,0,14053595,13938660,114935,41795,188506,0.0131971,0.00292602,1,0,,0,a/α
SRR6670025,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,8513,China,Asia,Vagina,13,13,99.131225,233.683125,0,14063695,13949765,113930,40891,179310,0.012553298,0.00286273,1,0,,0,a/α
SRR6670026,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,2286,China,Asia,Vagina,13,13,99.16865,217.7565,0,14062637,13947728,114909,41786,179473,0.012564709,0.00292539,1,0,,0,a/α
SRR6670027,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,8840,China,Asia,Vagina,13,13,99.088525,140.585375,chr2-R,14033731,13919934,113797,42529,207636,0.01453637,0.00297741,1,0,,0,a/α
SRR6670028,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,E025,China,Asia,Vagina,13,13,99.1375375,193.286,0,14051553,13936106,115447,40814,191529,0.013408737,0.00285734,1,0,,0,a/α
SRR6670029,PRJNA432884,Ropars et al. 2018,Illumina HiSeq 2500,8367,China,Asia,Vagina,13,13,99.1737625,233.03725,0,14062719,13948483,114236,41501,179676,0.012578921,0.00290544,1,0,,0,a/α
SRR7801909,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4979,France,Europe,Oral,,2,99.5103125,186.0545,0,14088274,14019649,68625,85048,110574,0.007741165,0.00595412,1,0,,0,a/α
SRR7801910,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4980,France,Europe,Oral,,2,99.488175,154.76225,0,14077752,14009787,67965,85762,120382,0.008427813,0.0060041,1,0,,0,a/α
SRR7801911,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4977,France,Europe,Oral,,1,99.8282,187.055625,0,14164191,14150717,13474,80463,39242,0.00274729,0.00563313,1,0,,0,a/α
SRR7801912,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4978,France,Europe,Oral,,1,99.869075,84.924525,0,14133083,14119271,13812,77908,72905,0.005104,0.00545425,1,0,,0,a/α
SRR7801913,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC5255,France,Europe,Oral,,3,99.37895,94.73175,0,14040477,13963792,76685,67693,175726,0.012302386,0.00473911,1,0,,0,a/α
SRR7801914,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4976,France,Europe,Oral,,1,99.866625,125.436125,0,14155234,14141743,13491,80788,47874,0.003351607,0.00565588,1,0,,0,a/α
SRR7801916,PRJNA489773,Sitterle et al. 2019,NA,CEC3579_b,France,Europe,Oral,,3,99.481225,112.32825,0,14074114,13997241,76873,67726,142056,0.009945186,0.00474142,1,0,,0,a/α
SRR7801917,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2500,CEC4981,France,Europe,Oral,,2,99.48765,154.805875,0,14077813,14009879,67934,85805,120278,0.008420532,0.00600711,1,0,,0,a/α
SRR7801918,PRJNA489773,Sitterle et al. 2019,NA,CEC3663-2,France,Europe,Blood,,22,99.6804875,100.4342,0,14075282,14017152,58130,95221,113393,0.00793852,0.00666632,1,0,,0,a/α
SRR7801919,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3621-3,Brazil,South America,Vagina,,1,99.742,34.6926375,0,8682630,8677302,5328,50709,5550557,0.38858845,,0,0,IP30,0,a/α
SRR7801920,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3621-4,Brazil,South America,Vagina,,1,99.7597875,104.566,0,14139239,14129071,10168,91274,53383,0.003737286,0.00638999,1,0,IP30,1,a/α
SRR7801921,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3636-3,Morocco,Africa,Vagina,,1,99.7334375,68.76695,0,14091139,14072051,19088,76146,116611,0.008163809,0.0053309,1,0,IP31,1,a/α
SRR7801922,PRJNA489773,Sitterle et al. 2019,NA,CEC3621-1,Brazil,South America,Vagina,,1,99.750425,58.6907625,0,13996496,13986924,9572,90052,197348,0.013816119,0.00630444,1,0,,0,a/α
SRR7801923,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3636-1,Morocco,Africa,Vagina,,1,99.7287875,59.2373125,0,14027618,14008909,18709,75488,180790,0.012656911,0.00528483,1,0,IP31,0,a/α
SRR7801925,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3663-3,France,Europe,Blood,,22,99.616775,38.481,0,10956193,10916717,39476,70525,3257178,0.228031484,,0,0,IP32,0,a/α
SRR7801926,PRJNA489773,Sitterle et al. 2019,Illumina HiSeq 2000,CEC3663-4,France,Europe,Blood,,22,99.6866875,88.2852625,0,14063072,14005278,57794,95367,125457,0.008783108,0.00667654,1,0,IP32,1,a/α
SRR848046,PRJNA200311¬¨‚Ä†,Cuomo et al. 2019,Illumina HiSeq 2000,Ca529L,UK,Europe,Oral,,16,99.77365,224.0785,0,14117826,14043501,74325,112395,53675,0.003757728,0.00786865,1,1,,0,a/α
SRR9073715,PRJNA231221,NA,Illumina HiSeq 4000,FDAARGOS_656,USA,North America,,,1,99.8167375,100.787863,CNV on chr1,14133264,14120931,12333,84836,65796,0.004606306,0.00593928,1,0,,0,a/α
SRR9073716,PRJNA231221,NA,Illumina HiSeq 4000,FDAARGOS_656,USA,North America,,,1,99.82895,269.579375,CNV on chr1,14169563,14156848,12715,81666,32667,0.002286981,0.00571735,1,0,,0,a/α
TVY10-R10,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R10,Canada,North America,Gastrointestinal,,1,99.8016125,42.3531875,0,14081524,14058967,22557,91785,109450,0.00766309,0.00642628,1,0,IP19,1,a/α
TVY10-R11,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R11,Canada,North America,Gastrointestinal,,1,99.80665,45.4483375,0,14065328,14049156,16172,99334,118097,0.0082685,0.00695482,1,0,IP19,1,a/α
TVY10-R12,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R12,Canada,North America,Gastrointestinal,,1,99.79355,22.50135,0,14077538,14061240,16298,97997,107224,0.00750723,0.00686121,1,0,IP19,1,a/α
TVY10-R14,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R14,Canada,North America,Gastrointestinal,,1,99.7968,26.1736625,0,14085999,14063464,22535,90780,105980,0.00742014,0.00635591,1,0,IP19,1,a/α
TVY10-R2,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R2,Canada,North America,Gastrointestinal,,1,99.8035,46.1693125,0,14069364,14053163,16201,99657,113738,0.00796331,0.00697743,1,0,IP19,1,a/α
TVY10-R3,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R3,Canada,North America,Gastrointestinal,,1,99.8059125,41.6217375,0,14079155,14062982,16173,99347,104257,0.0072995,0.00695573,1,0,IP19,1,a/α
TVY10-R4,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R4,Canada,North America,Gastrointestinal,,1,99.8083875,48.2279625,0,14073343,14057145,16198,99788,109628,0.00767555,0.00698661,1,0,IP19,1,a/α
TVY10-R6,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R6,Canada,North America,Gastrointestinal,,1,99.79845,41.3407,0,14087047,14064309,22738,91346,104366,0.00730713,0.00639554,1,0,IP19,1,a/α
TVY10-R7,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R7,Canada,North America,Gastrointestinal,,1,99.801,36.1726625,0,14076882,14060530,16352,99193,106684,0.00746943,0.00694495,1,0,IP19,1,a/α
TVY10-R8,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-R8,Canada,North America,Gastrointestinal,,1,99.798825,37.513625,0,14073474,14057257,16217,99356,109929,0.00769662,0.00695636,1,0,IP19,1,a/α
TVY10-V11,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V11,Canada,North America,Vagina,,1,99.803325,52.338025,0,14086512,14064066,22446,92240,104007,0.007282,0.00645814,1,0,IP19,0,a/α
TVY10-V12,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V12,Canada,North America,Vagina,,1,99.800125,31.6047875,0,14079966,14063612,16354,98941,103852,0.00727114,0.0069273,1,0,IP19,1,a/α
TVY10-V13,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V13,Canada,North America,Vagina,,1,99.798225,36.3180125,0,14087535,14065158,22377,92168,103056,0.00721541,0.00645309,1,0,IP19,1,a/α
TVY10-V17,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V17,Canada,North America,Vagina,,1,99.7948125,36.721025,0,14081353,14058789,22564,91674,109732,0.00768283,0.00641851,1,0,IP19,1,a/α
TVY10-V18,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V18,Canada,North America,Vagina,,1,99.802175,42.7944,0,14080028,14057477,22551,91461,111270,0.00779051,0.00640359,1,0,IP19,1,a/α
TVY10-V19,PRJNA991137,Adamu Bukari et al. 2023,NextSeq 2000,TVY10-V19,Canada,North America,Vagina,,1,99.8035625,48.9993875,0,14075446,14059207,16239,99326,107987,0.00756065,0.00695426,1,0,IP19,1,a/α
